,location_name,location_region,res_date,res_type,res_address,res_price,res_price_sqr,res_sqr,construction_year,levels,bedrooms,bathrooms,deleted,deleted_at,status,energyclass,auto_heating,solar,cooling,safe_door,gas,fireplace,furniture,student,parking,parking_flag,days_up
16034,Αθήνα,Αττική,2022-03-21,Διαμέρισμα,"Αθήνα,Άνω Κυψέλη",38000,1056.0,36.0,1970.0,Ημιώροφος,1.0,1.0,1,2022-03-23,Άλλη κατάσταση,Η,0,0,0,0,0,0,0,1,,0,2 days
16035,Παιανία,Αττική,2021-08-31,Μεζονέτα,Παιανία,500000,2415.0,207.0,2000.0,'Αλλο,3.0,1.0,0,,Νεόδμητο,Ε,1,1,1,0,0,1,0,0,,0,
16037,Ζωγράφου,Αττική,2021-12-13,Διαμέρισμα,"Ζωγράφου,Κέντρο",140000,1474.0,95.0,1979.0,3ος,2.0,1.0,1,2022-04-05,,Η,0,0,0,0,0,0,0,0,,0,113 days
16038,Χαλάνδρι,Αττική,2022-02-15,Μεζονέτα,"Γέρακας,Γαργηττός Ι",310000,1265.0,245.0,2010.0,'Αλλο,3.0,2.0,1,2022-03-21,Άριστη,Δ,1,0,1,0,0,1,0,0,,0,34 days
16039,Χολαργός,Αττική,2021-09-10,Διαμέρισμα,"Χολαργός,Άνω Χολαργός",471000,3651.0,129.0,2021.0,2ος,3.0,2.0,1,2022-03-30,Υπο κατασκευή,Α,1,1,1,1,1,1,0,0,,0,201 days
16040,Αθήνα,Αττική,2022-05-13,Διαμέρισμα,"Αθήνα,Κάτω Πετράλωνα",250000,3521.0,71.0,2022.0,4ος,2.0,1.0,1,2022-05-31,Νεόδμητο,Α,0,0,0,1,0,1,0,0,,0,18 days
16041,Ηλιούπολη,Αττική,2020-05-27,Διαμέρισμα,"Αργυρούπολη,Κέντρο",300000,3333.0,90.0,2020.0,1ος,2.0,1.0,1,2022-05-04,Νεόδμητο,Α,1,0,0,1,1,1,0,0,Parking πιλωτής,1,707 days
16042,Άλιμος,Αττική,2022-05-17,Διαμέρισμα,"Άλιμος,Κυθηρίων - Πανί",460000,3932.0,117.0,2022.0,1ος,3.0,2.0,0,,Νεόδμητο,Α+,0,1,0,1,0,1,0,0,,0,
16043,Καλλιθέα,Αττική,2022-01-31,Διαμέρισμα,"Καλλιθέα,ΟΤΕ",179000,1530.0,117.0,1974.0,4ος,3.0,1.0,1,2022-04-02,,Α,1,0,1,1,0,0,0,0,,0,61 days
16044,Γλυφάδα,Αττική,2022-04-25,Διαμέρισμα,"Γλυφάδα,Άνω Γλυφάδα",400000,3540.0,113.0,2021.0,4ος,3.0,2.0,1,2022-05-08,Υπο κατασκευή,Α,0,1,1,1,0,1,0,0,,0,13 days
16045,Αθήνα,Αττική,2022-03-28,Διαμέρισμα,"Αθήνα,Αμπελόκηποι",60000,1364.0,44.0,1967.0,Ισόγειο,1.0,1.0,1,2022-03-30,Ανακαινισμένο,Η,1,0,0,0,1,0,0,0,,0,2 days
16046,Αθήνα,Αττική,2022-05-03,Διαμέρισμα,"Αθήνα,Πλατεία Παπαδιαμάντη",85000,1700.0,50.0,1976.0,Ημιώροφος,1.0,1.0,0,,Καλή,Μη αποδοτικό,0,0,0,0,0,0,0,0,,0,
16047,Αθήνα,Αττική,2022-04-07,Διαμέρισμα,"Αθήνα,Γκάζι",170000,2125.0,80.0,2012.0,2ος,2.0,1.0,1,2022-04-09,Άριστη,Β,1,0,0,1,0,0,0,0,,0,2 days
16048,Άλιμος,Αττική,2022-04-18,Διαμέρισμα,"Άλιμος,Καλαμάκι",510000,4766.0,107.0,2019.0,4ος,3.0,2.0,1,2022-04-20,Υπο κατασκευή,Μη αποδοτικό,1,0,0,1,0,0,0,0,Parking πιλωτής,1,2 days
16049,Βάρη - Βούλα - Βουλιαγμένη,Αττική,2022-05-07,Μονοκατοικία,"Βάρη,Λαθούριζα",800000,3478.0,230.0,2021.0,Ισόγειο,4.0,3.0,1,2022-06-10,Νεόδμητο,Μη αποδοτικό,0,0,0,1,0,1,0,0,,0,34 days
16050,Αθήνα,Αττική,2022-05-04,Διαμέρισμα,"Αθήνα,Ιλίσια",160000,3019.0,53.0,1971.0,2ος,1.0,1.0,1,2022-05-10,Καλή,Εκρεμμεί,0,0,0,0,0,0,0,0,,0,6 days
16051,Ζωγράφου,Αττική,2022-05-19,Διαμέρισμα,"Αθήνα,Ιλίσια",98000,2279.0,43.0,1965.0,Ισόγειο,1.0,1.0,0,,Ανακαινισμένο,Εκρεμμεί,0,0,1,1,0,0,0,0,,0,
16052,Κρωπία,Αττική,2022-05-03,Μεζονέτα,Καλύβια Θορικού,350000,1483.0,236.0,2015.0,Ισόγειο,5.0,3.0,1,2022-05-25,Νεόδμητο,Β,0,0,0,1,0,0,0,0,Υπόγειο parking,1,22 days
16053,Παγκράτι,Αττική,2022-06-06,Διαμέρισμα,"Καισαριανή,Ανάληψη",68000,1943.0,35.0,1978.0,4ος,1.0,1.0,1,2022-06-10,Ανακαινισμένο,Εκρεμμεί,0,0,0,1,0,0,0,1,,0,4 days
16054,Καλλιθέα,Αττική,2022-03-01,Μεζονέτα,"Καλλιθέα,Κέντρο",170000,1000.0,170.0,1972.0,4ος,2.0,1.0,1,2022-03-17,Χρήζει ανακαίνισης,Η,0,0,0,1,0,1,0,0,,0,16 days
16055,Αχαρνές,Αττική,2022-05-31,Διαμέρισμα,"Μεταμόρφωση,Βλάχου",265000,2524.0,105.0,2008.0,3ος,3.0,1.0,1,2022-06-10,Νεόδμητο,Γ,0,1,1,1,0,1,0,0,,0,10 days
16056,Βύρωνας,Αττική,2022-04-22,Διαμέρισμα,"Βύρωνας,Νέα Ελβετία",35000,538.0,65.0,1965.0,Ημιυπόγειο,1.0,1.0,1,2022-04-29,Χρήζει ανακαίνισης,Η,0,0,0,0,0,0,1,0,,0,7 days
16057,Βάρη - Βούλα - Βουλιαγμένη,Αττική,2022-02-12,Μεζονέτα,"Βούλα,Πανόραμα",980000,3267.0,300.0,1988.0,'Αλλο,4.0,4.0,1,2022-03-26,Άλλη κατάσταση,Ε,1,1,1,0,0,1,0,0,,0,42 days
16058,Παλαιό Φάληρο,Αττική,2022-02-27,Διαμέρισμα,"Άλιμος,Καλαμάκι",355000,3777.0,94.0,2022.0,3ος,2.0,1.0,1,2022-05-31,Νεόδμητο,Α+,1,1,1,1,1,1,0,0,,0,93 days
16059,Άλιμος,Αττική,2022-06-02,Διαμέρισμα,"Άλιμος,Εκτελωνιστών - Εφοριακών",170000,2833.0,60.0,2007.0,1ος,2.0,1.0,1,2022-06-07,,Γ,0,1,1,1,0,0,0,0,,0,5 days
16060,Αχαρνές,Αττική,2021-05-23,Διαμέρισμα,"Κηφισιά,Κέντρο",1350000,8710.0,155.0,2021.0,2ος,2.0,,1,2022-06-10,Άριστη,Β,1,0,1,1,0,1,0,0,Ανοιχτό parking,1,383 days
16061,Χαλάνδρι,Αττική,2022-02-02,Μεζονέτα,"Αγία Παρασκευή,Αγιάννης",557000,3789.0,147.0,2021.0,'Αλλο,4.0,2.0,1,2022-04-14,Νεόδμητο,Α+,1,0,0,1,0,1,0,0,,0,71 days
16062,Γλυφάδα,Αττική,2021-11-03,Διαμέρισμα,"Γλυφάδα,Κέντρο",1250000,5000.0,250.0,1990.0,Ισόγειο,2.0,3.0,1,2022-06-10,Καλή,Γ,1,0,1,1,0,1,0,0,Κλειστό parking,1,219 days
16063,Παλαιό Φάληρο,Αττική,2022-04-10,Μεζονέτα,"Άγιος Δημήτριος Αττικής,Ασύρματος",260000,2708.0,96.0,2021.0,3ος,2.0,1.0,1,2022-05-07,Νεόδμητο,Α,1,0,0,1,0,0,0,0,,0,27 days
16064,Καλλιθέα,Αττική,2022-04-10,Διαμέρισμα,"Νέα Σμύρνη,Χαροκόπου",70000,1400.0,50.0,1970.0,3ος,1.0,1.0,1,2022-04-11,Καλή,Εκρεμμεί,0,0,1,0,0,0,0,0,,0,1 days
16065,Πειραιάς,Αττική,2021-05-05,Μεζονέτα,"Πειραιάς,Χατζηκυριάκειο",1500000,5357.0,280.0,2012.0,8ος,2.0,2.0,1,2022-06-10,,Μη αποδοτικό,1,0,0,0,0,0,0,0,,0,401 days
16066,Καλλιθέα,Αττική,2022-04-14,Μεζονέτα,"Νέα Σμύρνη,Άνω Νέα Σμύρνη",470000,3701.0,127.0,2020.0,6ος,3.0,3.0,1,2022-04-15,Νεόδμητο,Β+,1,0,1,0,1,0,0,0,Κλειστό parking,1,1 days
16067,Αθήνα,Αττική,2022-03-22,Διαμέρισμα,"Ζωγράφου,Γουδή",110000,1833.0,60.0,1980.0,1ος,1.0,1.0,1,2022-06-10,Καλή,Δ,1,0,0,0,0,0,0,0,,0,80 days
16068,Περιστέρι,Αττική,2022-02-01,Κτίριο,"Περιστέρι,Άγιος Ιωάννης Θεολόγος",850000,370.0,2297.0,1980.0,Ισόγειο,,,1,2022-03-25,Υπο κατασκευή,Εκρεμμεί,0,0,0,0,0,0,0,0,,0,52 days
16069,Γλυφάδα,Αττική,2022-06-09,Μονοκατοικία,"Βούλα,Πανόραμα",2500000,3125.0,800.0,2009.0,'Αλλο,9.0,6.0,1,2022-06-10,,Γ,0,0,1,0,0,1,0,0,,0,1 days
16070,Νίκαια,Αττική,2022-02-25,Κτίριο,"Άγιος Ιωάννης Ρέντης,Κέντρο",195000,1005.0,194.0,2008.0,1ος,4.0,4.0,1,2022-06-10,Ημιτελές,,0,1,0,1,0,0,0,0,,0,105 days
16071,Καλλιθέα,Αττική,2020-10-13,Διαμέρισμα,"Καλλιθέα,Τζιτζιφιές",60000,1429.0,42.0,1974.0,Ημιώροφος,1.0,1.0,1,2022-05-31,Ανακαινισμένο,Δ,1,0,0,1,0,0,0,0,,0,595 days
16072,Αθήνα,Αττική,2022-03-21,Διαμέρισμα,"Αθήνα,Πλατεία Αττικής",120000,1600.0,75.0,1975.0,1ος,2.0,1.0,1,2022-03-23,Καλή,Ε,0,0,1,0,0,0,0,0,,0,2 days
16073,Αθήνα,Αττική,2022-03-16,Διαμέρισμα,"Δάφνη Αττικής,Όρια Υμηττού",275000,3438.0,80.0,2022.0,4ος,2.0,1.0,1,2022-04-26,Νεόδμητο,Α+,1,1,1,1,1,0,0,0,,0,41 days
16074,Κρωπία,Αττική,2019-10-25,Διαμέρισμα,Γλυφάδα,400000,2920.0,137.0,1988.0,2ος,4.0,1.0,1,2022-06-10,Ανακαινισμένο,,0,0,1,1,0,0,0,0,Parking πιλωτής,1,959 days
16075,Νέα Σμύρνη,Αττική,2022-03-14,Μεζονέτα,"Άγιος Δημήτριος Αττικής,Νεκροταφείο",130000,1625.0,80.0,2004.0,Ισόγειο,2.0,1.0,1,2022-05-12,Ανακαινισμένο,Γ,1,1,1,1,0,0,0,0,,0,59 days
16076,Διόνυσος,Αττική,2022-04-01,Μονοκατοικία,Εύξεινος Πόντος,1100000,2450.0,449.0,2002.0,'Αλλο,4.0,2.0,1,2022-06-10,Άριστη,Β,1,0,0,1,0,1,0,0,,0,70 days
16077,Αθήνα,Αττική,2022-04-03,Διαμέρισμα,"Καλλιθέα,Σταθμός ΗΣΑΠ Ταύρου",185000,2500.0,74.0,1975.0,4ος,2.0,1.0,1,2022-04-15,Καλή,Ζ,1,0,0,1,0,0,0,0,,0,12 days
16078,Νέα Ιωνία,Αττική,2022-03-24,Διαμέρισμα,"Ηράκλειο,Κέντρο",130000,1806.0,72.0,1975.0,2ος,2.0,1.0,0,,Καλή,Ε,0,0,0,0,0,0,0,0,,0,
16079,Αχαρνές,Αττική,2020-12-30,Διαμέρισμα,"Αχαρνές,Κέντρο (Παλαιό Μενίδι)",145000,1408.0,103.0,2005.0,6ος,3.0,1.0,1,2022-06-10,Άλλη κατάσταση,Δ,1,0,0,0,0,1,0,0,,0,527 days
16080,Βάρη - Βούλα - Βουλιαγμένη,Αττική,2022-02-25,Διαμέρισμα,"Βούλα,Νέα Κάλυμνος",498000,3831.0,130.0,2021.0,1ος,3.0,2.0,1,2022-05-12,Νεόδμητο,Α,1,0,1,1,1,1,0,0,Ανοιχτό parking,1,76 days
16081,Ηλιούπολη,Αττική,2022-05-13,Διαμέρισμα,"Ηλιούπολη,Κάτω Ηλιούπολη",135000,1849.0,73.0,1974.0,1ος,3.0,1.0,1,2022-05-14,Καλή,Η,0,0,0,1,0,0,0,0,,0,1 days
16082,Αθήνα,Αττική,2022-03-23,Διαμέρισμα,"Αθήνα,Πλατεία Βάθης",185000,1989.0,93.0,1960.0,5ος,3.0,2.0,1,2022-03-24,Ανακαινισμένο,Η,1,0,0,0,0,0,1,0,,0,1 days
16083,Αθήνα,Αττική,2022-05-07,Διαμέρισμα,"Αθήνα,Χίλτον",270000,2755.0,98.0,,2ος,3.0,,1,2022-06-07,Ανακαινισμένο,Ε,0,0,1,0,0,0,1,0,,0,31 days
16084,Άγιος Δημήτριος,Αττική,2022-06-07,Μεζονέτα,"Άγιος Δημήτριος Αττικής,Ασύρματος",230000,2949.0,78.0,2021.0,'Αλλο,2.0,1.0,1,2022-06-08,Υπο κατασκευή,Α,0,1,1,1,0,0,0,0,,0,1 days
16085,Νέα Ιωνία,Αττική,2022-03-11,Διαμέρισμα,"Νέα Ιωνία,Άλσος",260000,2989.0,87.0,2007.0,4ος,2.0,1.0,1,2022-03-24,Καλή,Β,1,1,1,1,0,1,0,0,,0,13 days
16086,Μαρούσι,Αττική,2022-03-28,Μεζονέτα,"Χαλάνδρι,Πολύδροσο",460000,3239.0,142.0,2021.0,3ος,3.0,2.0,1,2022-06-10,Νεόδμητο,Α+,1,1,1,1,1,1,0,0,,0,74 days
16088,Πειραιάς,Αττική,2022-02-04,Διαμέρισμα,"Πειραιάς,Πειραϊκή",280000,2188.0,128.0,1973.0,1ος,3.0,1.0,1,2022-06-10,Ανακαινισμένο,Ε,0,1,0,1,0,1,0,0,,0,126 days
16089,Χαλάνδρι,Αττική,2022-05-31,Μεζονέτα,"Βριλήσσια,Άνω Βριλήσσια",400000,1887.0,212.0,2006.0,'Αλλο,4.0,2.0,1,2022-06-10,Καλή,Γ,0,1,0,1,0,1,0,0,,0,10 days
16090,Μέγαρα,Αττική,2021-12-13,Μονοκατοικία,Κινέτα,210000,1750.0,120.0,2010.0,Υπερυψωμένο,3.0,4.0,0,,Καλή,Β+,1,0,1,1,0,0,1,0,,0,
16091,Πειραιάς,Αττική,2021-01-24,Διαμέρισμα,"Πειραιάς,Καλλίπολη",110000,1447.0,76.0,1960.0,Ισόγειο,1.0,1.0,1,2022-06-10,Καλή,Η,1,0,1,0,0,0,0,0,,0,502 days
16092,Βύρωνας,Αττική,2021-05-17,Διαμέρισμα,"Αθήνα,Γούβα",228000,2682.0,85.0,2002.0,6ος,2.0,1.0,1,2022-06-10,Άριστη,Δ,1,0,0,0,0,0,0,0,Κλειστό parking,1,389 days
16094,Αθήνα,Αττική,2021-05-14,Διαμέρισμα,"Αθήνα,Πλατεία Βικτωρίας",58000,935.0,62.0,1969.0,1ος,1.0,1.0,1,2022-05-26,Άριστη,Ζ,1,0,1,1,0,0,0,0,,0,377 days
16095,Αθήνα,Αττική,2017-10-24,Μονοκατοικία,"Αθήνα,Κέντρο",2500000,6250.0,400.0,1920.0,4ος,,,1,2022-03-17,Χρήζει ανακαίνισης,Εκρεμμεί,0,0,0,0,0,0,0,0,,0,1605 days
16097,Ίλιον,Αττική,2022-04-05,Μεζονέτα,"Περιστέρι,Μπουρνάζι",227000,2522.0,90.0,2022.0,5ος,3.0,1.0,1,2022-04-14,Νεόδμητο,Α+,1,1,0,1,0,0,0,0,,0,9 days
16098,Λαυρεωτική,Αττική,2020-10-07,Μονοκατοικία,Κ. Αναβύσσου,1200000,4286.0,280.0,2007.0,'Αλλο,4.0,4.0,1,2022-06-10,Άριστη,Ζ,1,0,0,1,0,1,0,0,Ανοιχτό parking,1,611 days
16099,Βάρη - Βούλα - Βουλιαγμένη,Αττική,2022-01-05,Διαμέρισμα,"Βάρη,Βάρκιζα",450000,5172.0,87.0,2020.0,3ος,2.0,1.0,1,2022-04-05,Νεόδμητο,Β+,0,0,1,1,0,1,0,0,Ανοιχτό parking,1,90 days
16100,Ίλιον,Αττική,2021-11-03,Κτίριο,"Άγιοι Ανάργυροι,Κέντρο",730000,1722.0,424.0,2010.0,'Αλλο,10.0,6.0,1,2022-03-24,Νεόδμητο,Δ,1,0,0,0,0,0,0,0,Ανοιχτό parking,1,141 days
16101,Αθήνα,Αττική,2022-05-07,Διαμέρισμα,"Αθήνα,Δουργούτι",110000,1196.0,92.0,1962.0,Ημιώροφος,2.0,1.0,1,2022-05-08,Χρήζει ανακαίνισης,Εκρεμμεί,0,1,1,1,0,0,0,0,,0,1 days
16102,Αθήνα,Αττική,2022-04-15,Διαμέρισμα,"Αθήνα,Θησείο",195000,3824.0,51.0,1970.0,1ος,1.0,1.0,1,2022-04-16,Καλή,Εκρεμμεί,1,0,0,1,1,0,0,1,,0,1 days
16103,Αθήνα,Αττική,2020-10-23,Κτίριο,"Αθήνα,Ακαδημία Πλάτωνος",650000,1275.0,510.0,2008.0,'Αλλο,,2.0,1,2022-04-20,Νεόδμητο,Γ,1,1,1,1,0,0,0,0,,0,544 days
16104,Διόνυσος,Αττική,2022-05-02,Διαμέρισμα,Κηφισιά,225000,2500.0,90.0,1992.0,1ος,2.0,1.0,1,2022-06-02,Καλή,Μη αποδοτικό,0,0,0,0,0,1,0,0,,0,31 days
16105,Γλυφάδα,Αττική,2022-01-09,Διαμέρισμα,"Γλυφάδα,Τερψιθέα",275000,3571.0,77.0,2011.0,2ος,2.0,1.0,1,2022-03-21,Ημιτελές,Γ,1,1,0,0,0,1,0,0,,0,71 days
16106,Νέα Ιωνία,Αττική,2022-06-04,Διαμέρισμα,"Νέα Ιωνία,Κάκκαβας",110000,1310.0,84.0,1970.0,2ος,2.0,1.0,1,2022-06-10,Καλή,,0,0,0,0,0,0,0,0,,0,6 days
16107,Αιγάλεω,Αττική,2016-02-03,Διαμέρισμα,"Περιστέρι,Κέντρο",260000,2600.0,100.0,2013.0,2ος,2.0,1.0,1,2022-06-10,,,1,1,1,1,0,0,0,0,,0,2319 days
16108,Νίκαια,Αττική,2021-07-13,Διαμέρισμα,"Πειραιάς,Ζωοδόχος Πηγή",30000,1500.0,20.0,1970.0,5ος,1.0,1.0,1,2022-06-10,Ανακαινισμένο,Δ,0,0,0,0,0,0,0,0,,0,332 days
16109,Χαλάνδρι,Αττική,2021-06-04,Διαμέρισμα,"Αγία Παρασκευή,Κοντόπευκο",277000,3378.0,82.0,2021.0,1ος,2.0,1.0,1,2022-06-10,Υπο κατασκευή,,1,1,0,1,0,0,0,0,,0,371 days
16110,Μαρούσι,Αττική,2021-04-13,Διαμέρισμα,"Ηράκλειο,Ηπειρώτικα",167000,2114.0,79.0,2008.0,1ος,2.0,1.0,0,,Νεόδμητο,,1,0,1,1,0,0,0,0,,0,
16111,Αθήνα,Αττική,2022-02-12,Διαμέρισμα,"Αθήνα,Γηροκομείο",80000,964.0,83.0,1965.0,Ισόγειο,2.0,1.0,1,2022-03-18,Ανακαινισμένο,Ζ,1,0,0,0,0,0,0,0,,0,34 days
16112,Άλιμος,Αττική,2022-03-14,Διαμέρισμα,"Άλιμος,Αμπελάκια",320000,4776.0,67.0,2022.0,3ος,2.0,1.0,1,2022-03-17,Καλή,Η,1,0,0,0,0,0,0,0,,0,3 days
16113,Αιγάλεω,Αττική,2022-04-28,Διαμέρισμα,"Αιγάλεω,Πολυκατοικίες",89000,1618.0,55.0,1995.0,Ισόγειο,1.0,1.0,1,2022-04-29,Καλή,Γ,0,0,0,1,0,1,0,0,,0,1 days
16114,Μαρούσι,Αττική,2022-05-25,Διαμέρισμα,"Χαλάνδρι,Πολύδροσο",225000,2795.0,81.0,2005.0,2ος,2.0,1.0,1,2022-05-26,Καλή,Γ,0,0,0,1,0,0,0,0,,0,1 days
16115,Χαλάνδρι,Αττική,2022-05-03,Μεζονέτα,Φιλοθέη,900000,3571.0,252.0,2004.0,Ισόγειο,4.0,3.0,0,,Άριστη,Γ,0,0,1,0,0,1,0,0,Υπόγειο parking,1,
16116,Ραφήνα Πικέρμι,Αττική,2022-03-09,Μεζονέτα,Πικέρμι,280000,1400.0,200.0,2006.0,'Αλλο,4.0,2.0,1,2022-03-21,Άριστη,Γ,1,1,0,1,0,1,0,0,,0,12 days
16117,Αθήνα,Αττική,2022-03-03,Διαμέρισμα,"Αθήνα,Παγκράτι",432000,2700.0,160.0,1969.0,5ος,2.0,2.0,1,2022-05-03,Ανακαινισμένο,Δ,1,0,1,1,1,0,0,0,,0,61 days
16118,Παλαιό Φάληρο,Αττική,2022-02-27,Διαμέρισμα,"Νέα Σμύρνη,Άνω Νέα Σμύρνη",250000,2941.0,85.0,2003.0,2ος,2.0,1.0,1,2022-03-17,Άριστη,Μη αποδοτικό,1,0,0,1,0,1,0,0,Parking πιλωτής,1,18 days
16119,Αθήνα,Αττική,2022-05-13,Διαμέρισμα,"Αθήνα,Άνω Κυψέλη",60000,2400.0,25.0,1958.0,4ος,1.0,1.0,1,2022-06-07,Ανακαινισμένο,Εκρεμμεί,0,1,1,1,0,0,0,1,,0,25 days
16120,Γλυφάδα,Αττική,2022-05-19,Διαμέρισμα,"Γλυφάδα,Τερψιθέα",180000,2000.0,90.0,,2ος,2.0,1.0,1,2022-05-21,Καλή,Εκρεμμεί,0,0,0,0,0,0,0,0,,0,2 days
16121,Πειραιάς,Αττική,2021-07-27,Διαμέρισμα,"Πειραιάς,Φρεαττύδα",260000,2766.0,94.0,1984.0,4ος,3.0,1.0,1,2022-06-10,Άριστη,Ζ,1,1,1,1,0,0,0,0,,0,318 days
16122,Μοσχάτο - Ταύρος,Αττική,2021-11-15,Μεζονέτα,"Πειραιάς,Νέο Φάληρο",442200,3300.0,134.0,2021.0,6ος,3.0,2.0,1,2022-05-12,Υπο κατασκευή,Α+,0,0,0,1,0,0,0,0,,0,178 days
16123,Καλλιθέα,Αττική,2021-11-14,Διαμέρισμα,"Νέα Σμύρνη,Κέντρο",520000,3333.0,156.0,2020.0,2ος,3.0,2.0,1,2022-06-10,Υπο κατασκευή,Μη αποδοτικό,1,0,1,1,1,1,0,0,,0,208 days
16124,Αθήνα,Αττική,2022-04-07,Διαμέρισμα,"Αθήνα,Λυκαβηττός",135000,2288.0,59.0,1967.0,1ος,1.0,1.0,1,2022-05-02,Άριστη,Εκρεμμεί,1,0,1,1,0,0,0,0,,0,25 days
16126,Άλιμος,Αττική,2022-05-05,Διαμέρισμα,"Άγιος Δημήτριος Αττικής,Μοναστήριο",270000,2647.0,102.0,2021.0,1ος,3.0,1.0,1,2022-05-08,Υπο κατασκευή,Β,0,0,0,1,0,1,0,0,,0,3 days
16127,Λυκόβρυση Πεύκη,Αττική,2022-03-23,Μονοκατοικία,"Λυκόβρυση,Κέντρο",240000,3582.0,67.0,1967.0,Ισόγειο,1.0,,0,,Καλή,Η,0,0,0,0,0,0,0,0,,0,
16128,Αθήνα,Αττική,2022-05-19,Διαμέρισμα,"Αθήνα,Πλατεία Αττικής",84000,1200.0,70.0,1970.0,2ος,2.0,1.0,1,2022-05-26,Καλή,Ζ,0,0,1,1,0,0,0,0,,0,7 days
16129,Ζωγράφου,Αττική,2022-05-16,Διαμέρισμα,"Ζωγράφου,Κέντρο",70000,1167.0,60.0,1978.0,Ισόγειο,1.0,1.0,1,2022-06-10,Χρήζει ανακαίνισης,Ε,0,0,0,0,0,0,0,1,,0,25 days
16130,Ζωγράφου,Αττική,2022-03-02,Διαμέρισμα,"Ζωγράφου,Ιλίσια",160000,1684.0,95.0,1970.0,2ος,2.0,1.0,1,2022-03-17,Καλή,Ζ,1,0,0,0,0,0,0,0,,0,15 days
16131,Αχαρνές,Αττική,2022-05-13,Διαμέρισμα,"Μεταμόρφωση,Παλιές Κουκουβάουνες",160000,2667.0,60.0,2022.0,2ος,2.0,1.0,1,2022-06-02,Υπο κατασκευή,Μη αποδοτικό,0,0,0,1,0,0,0,0,,0,20 days
16132,Ίλιον,Αττική,2021-06-25,Διαμέρισμα,"Άγιοι Ανάργυροι,Ανάκασα",100000,1176.0,85.0,1974.0,1ος,2.0,1.0,1,2022-06-10,Ανακαινισμένο,Ζ,1,0,0,1,0,0,0,0,,0,350 days
16134,Μοσχάτο - Ταύρος,Αττική,2022-03-15,Διαμέρισμα,Μοσχάτο,230000,2233.0,103.0,1999.0,3ος,2.0,1.0,1,2022-03-31,Καλή,Α,1,1,1,1,0,1,1,0,,0,16 days
16135,Αθήνα,Αττική,2022-03-17,Διαμέρισμα,"Αθήνα,Πλατεία Βικτωρίας",50000,617.0,81.0,1950.0,5ος,1.0,1.0,1,2022-03-18,Καλή,Δ,0,0,0,0,0,0,0,1,,0,1 days
16136,Αχαρνές,Αττική,2022-04-25,Διαμέρισμα,"Ηράκλειο,Πράσινος Λόφος",293000,2804.0,105.0,2010.0,2ος,3.0,1.0,1,2022-05-10,Νεόδμητο,Α+,0,1,0,1,0,1,0,0,,0,15 days
16137,Αχαρνές,Αττική,2021-07-07,Μεζονέτα,"Κηφισιά,Αδάμες (Οικισμός Γράμμος - Φοίνικας)",280000,1037.0,270.0,2007.0,3ος,3.0,3.0,0,,Ημιτελές,Μη αποδοτικό,1,0,0,0,0,0,0,0,,0,
16138,Αθήνα,Αττική,2022-04-13,Διαμέρισμα,"Αθήνα,Λόφος Ακρόπολης",170000,2833.0,60.0,1985.0,Ισόγειο,1.0,1.0,1,2022-05-14,Ανακαινισμένο,Ε,1,0,1,1,1,0,1,0,,0,31 days
16139,Γλυφάδα,Αττική,2022-03-24,Διαμέρισμα,"Γλυφάδα,Κέντρο",1275000,7500.0,170.0,2021.0,1ος,,,1,2022-04-09,Υπο κατασκευή,Α,0,0,0,0,0,0,0,0,Υπόγειο parking,1,16 days
16141,Γαλάτσι,Αττική,2021-11-02,Διαμέρισμα,"Γαλάτσι,Ακτήμονες",290000,2358.0,123.0,2001.0,2ος,3.0,,1,2022-03-24,Άριστη,Ε,1,0,0,0,0,1,0,0,Κλειστό parking,1,142 days
16142,Μοσχάτο - Ταύρος,Αττική,2022-04-07,Διαμέρισμα,"Ταύρος Αττικής,Κέντρο",195000,1773.0,110.0,1960.0,2ος,3.0,1.0,1,2022-04-14,Καλή,Εκρεμμεί,1,1,1,1,0,0,0,0,,0,7 days
16143,Άγιοι Ανάργυροι,Αττική,2022-02-10,Διαμέρισμα,"Αθήνα,Αγία Παρασκευή",57000,966.0,59.0,1970.0,Υπερυψωμένο,1.0,,1,2022-06-10,Χρήζει ανακαίνισης,Μη αποδοτικό,1,0,0,0,0,0,0,0,,0,120 days
16145,Αθήνα,Αττική,2022-05-06,Διαμέρισμα,"Αθήνα,Ερυθρός",105000,2059.0,51.0,1978.0,2ος,2.0,1.0,1,2022-05-07,Ανακαινισμένο,Ζ,0,0,0,1,0,0,0,0,,0,1 days
16148,Καλλιθέα,Αττική,2022-03-16,Διαμέρισμα,"Νέα Σμύρνη,Κέντρο",340000,3178.0,107.0,2019.0,6ος,3.0,,1,2022-03-23,Υπο κατασκευή,Α,0,0,0,0,0,0,0,0,,0,7 days
16149,Κρωπία,Αττική,2022-03-14,Διαμέρισμα,Κορωπί,110000,1410.0,78.0,2002.0,1ος,2.0,1.0,1,2022-06-10,Καλή,Ε,1,0,0,1,0,0,0,0,,0,88 days
16151,Αθήνα,Αττική,2022-05-11,Διαμέρισμα,"Αθήνα,Άγιος Ιωάννης",208000,3714.0,56.0,2020.0,5ος,2.0,1.0,1,2022-05-17,Νεόδμητο,,0,0,0,1,0,0,0,0,,0,6 days
